Compa No.,Population,Temperature,Generation,Weight,Length,Stage
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,27,Mature
TANK4.2,LTC2,L,2,NA,28,Mature
TANK4.2,LTC2,L,2,NA,28,Mature
TANK4.2,LTC2,L,2,NA,28,Mature
TANK4.2,LTC2,L,2,NA,28,Mature
TANK4.2,LTC2,L,2,NA,29,Mature
TANK4.2,LTC2,L,2,NA,29,Mature
TANK4.2,LTC2,L,2,NA,29,Mature
TANK4.2,LTC2,L,2,NA,29,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,30,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,31,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,32,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,33,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,34,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,35,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,36,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,37,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,38,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,39,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,40,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,41,Mature
TANK4.2,LTC2,L,2,NA,42,Mature
TANK4.2,LTC2,L,2,NA,42,Mature
TANK4.2,LTC2,L,2,NA,42,Mature
TANK4.2,LTC2,L,2,NA,43,Mature
TANK4.2,LTC2,L,2,NA,43,Mature
TANK4.2,LTC2,L,2,NA,44,Mature
TANK5.1,LTC3,L,2,NA,23,Mature
TANK5.1,LTC3,L,2,NA,23,Mature
TANK5.1,LTC3,L,2,NA,25,Mature
TANK5.1,LTC3,L,2,NA,25,Mature
TANK5.1,LTC3,L,2,NA,26,Mature
TANK5.1,LTC3,L,2,NA,26,Mature
TANK5.1,LTC3,L,2,NA,26,Mature
TANK5.1,LTC3,L,2,NA,26,Mature
TANK5.1,LTC3,L,2,NA,27,Mature
TANK5.1,LTC3,L,2,NA,27,Mature
TANK5.1,LTC3,L,2,NA,27,Mature
TANK5.1,LTC3,L,2,NA,28,Mature
TANK5.1,LTC3,L,2,NA,28,Mature
TANK5.1,LTC3,L,2,NA,28,Mature
TANK5.1,LTC3,L,2,NA,28,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,29,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,30,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,31,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,32,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,33,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,34,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,35,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,36,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,37,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,38,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,39,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,40,Mature
TANK5.1,LTC3,L,2,NA,41,Mature
TANK5.1,LTC3,L,2,NA,41,Mature
TANK5.1,LTC3,L,2,NA,42,Mature
TANK5.1,LTC3,L,2,NA,42,Mature
TANK5.1,LTC3,L,2,NA,42,Mature
TANK5.1,LTC3,L,2,NA,44,Mature
TANK5.1,LTC3,L,2,NA,44,Mature
TANK5.1,LTC3,L,2,NA,45,Mature
TANK6.3,HTC6,H,2,NA,25,Mature
TANK6.3,HTC6,H,2,NA,26,Mature
TANK6.3,HTC6,H,2,NA,27,Mature
TANK6.3,HTC6,H,2,NA,27,Mature
TANK6.3,HTC6,H,2,NA,27,Mature
TANK6.3,HTC6,H,2,NA,27,Mature
TANK6.3,HTC6,H,2,NA,27,Mature
TANK6.3,HTC6,H,2,NA,28,Mature
TANK6.3,HTC6,H,2,NA,29,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,30,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,31,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,32,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,33,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,34,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
TANK6.3,HTC6,H,2,NA,35,Mature
